,user,new_movie,predicted_rating,movie_title
635,161.0,52545,5.0,Puccini for Beginners
636,161.0,50804,5.0,Hannibal Rising
637,161.0,100553,5.0,Frozen Planet
638,161.0,48660,5.0,The Elementary Particles
639,162.0,199,5.000000000000001,The Umbrellas of Cherbourg
640,162.0,45521,5.0,Wassup Rockers
641,162.0,63179,5.0,Tokyo!
642,162.0,70994,5.0,Halloween II
643,163.0,55417,5.0,Irina Palm
644,163.0,8629,4.833333333333333,The Book of Life
645,163.0,8765,4.833333333333333,This Gun for Hire
646,163.0,2776,4.5,Marcello Mastroianni: I Remember
647,164.0,72612,5.0,The Fly
648,164.0,1733,4.75,Afterglow
649,164.0,1174,4.75,Dead Tired
650,164.0,690,4.75,The Promise
651,165.0,58107,4.2,Step Up 2: The Streets
652,165.0,8915,4.071428571428571,Stage Beauty
653,165.0,1328,4.0,The Amityville Curse
654,165.0,55417,4.0,Irina Palm
655,166.0,31524,5.0,The Bitter Tears of Petra von Kant
656,166.0,7564,5.0,Kwaidan
657,166.0,7574,5.0,Maborosi
658,166.0,43899,5.0,Tony Takitani
659,167.0,86817,5.0,Something Borrowed
660,167.0,82152,5.0,Beastly
661,167.0,2062,5.0,The Governess
662,167.0,2191,5.0,Keep the Aspidistra Flying
663,168.0,3906,5.0,Under Suspicion
664,168.0,98615,5.0,Burn Up!
665,168.0,44731,5.0,Stay Alive
666,168.0,121126,5.0,The Car
667,169.0,251,5.0,The Hunted
668,169.0,167,5.0,Feast of July
669,169.0,149606,5.0,Bajirao Mastani
670,169.0,1575,5.0,Gabbeh
671,170.0,264,4.5,L'Enfer
672,170.0,559,4.5,"Paris, France"
673,170.0,573,4.5,"Ciao, Professore!"
674,170.0,681,4.5,Coup de Torchon
675,171.0,2776,5.0,Marcello Mastroianni: I Remember
676,171.0,39416,5.0,Kids in America
677,171.0,136449,5.0,Ghost in the Shell 2.0
678,171.0,62331,5.0,Dead Leaves
679,172.0,59834,5.0,100 Rifles
680,172.0,4026,5.0,Nowhere to Hide
681,172.0,135532,5.0,The Last Witch Hunter
682,172.0,3003,5.0,Train of Life
683,173.0,7919,5.0,Drunken Angel
684,173.0,6014,5.0,National Security
685,173.0,54734,5.0,Sydney White
686,173.0,54780,5.0,The Nanny Diaries
687,174.0,40581,4.5,Just Friends
688,174.0,5243,4.5,The Young Master
689,174.0,70663,4.5,"I Love You, Beth Cooper"
690,174.0,77201,4.5,Valhalla Rising
691,175.0,59834,5.0,100 Rifles
692,175.0,45969,5.0,Career Opportunities
693,175.0,71876,5.0,Amelia
694,175.0,1328,5.0,The Amityville Curse
695,176.0,617,4.333333333333333,The Flower of My Secret
696,176.0,4930,4.333333333333333,Funeral in Berlin
697,176.0,4399,4.333333333333333,Diary of a Chambermaid
698,176.0,4538,4.333333333333333,Salome's Last Dance
699,177.0,39427,5.0,Stay
700,177.0,130580,5.0,The Disappearance of Eleanor Rigby: Her
701,177.0,7773,5.0,Bang Bang You're Dead
702,177.0,4000,5.0,The Bounty
703,178.0,1328,5.0,The Amityville Curse
704,178.0,70344,5.0,Cold Souls
705,178.0,4984,4.5,Morgan: A Suitable Case for Treatment
706,178.0,4592,4.5,The Experts
707,179.0,162672,5.0,Mohenjo Daro
708,179.0,264,5.0,L'Enfer
709,179.0,439,5.0,Dangerous Game
710,179.0,2284,5.0,Bandit Queen
711,180.0,74624,5.0,Agora
712,180.0,59143,5.0,Super High Me
713,180.0,25911,5.0,The Woman in the Window
714,180.0,71131,5.0,Louis Theroux: The Most Hated Family in America
715,181.0,104283,5.000000000000001,The Wind Rises
716,181.0,4768,5.000000000000001,"Dr. Mabuse, the Gambler"
717,181.0,104419,5.0,Justice League: Crisis on Two Earths
718,181.0,26318,5.0,The Phantom of Liberty
719,182.0,162672,5.0,Mohenjo Daro
720,182.0,70121,5.0,'Neath the Arizona Skies
721,182.0,3934,5.0,Kronos
722,182.0,8899,5.0,Hardcore
723,183.0,48660,5.0,The Elementary Particles
724,183.0,3575,5.0,Defying Gravity
725,183.0,140749,5.0,29th and Gay
726,183.0,140747,5.0,16 Wishes
727,184.0,44731,5.0,Stay Alive
728,184.0,31524,5.0,The Bitter Tears of Petra von Kant
729,184.0,32460,5.0,Knockin' on Heaven's Door
730,184.0,39408,5.0,Left Behind III: World at War
731,185.0,91355,5.0,Asterix and the Vikings
732,185.0,3906,5.0,Under Suspicion
733,185.0,4493,5.0,Critters 2
734,185.0,2339,5.0,I'll Be Home for Christmas
735,186.0,134783,5.0,Entourage
736,186.0,134528,5.0,Aloha
737,186.0,109483,5.0,That Awkward Moment
738,186.0,2032,5.0,The Barefoot Executive
739,187.0,4000,5.0,The Bounty
740,187.0,109249,4.75,The Journey
741,187.0,45969,4.625,Career Opportunities
742,187.0,70121,4.625,'Neath the Arizona Skies
743,188.0,91355,5.0,Asterix and the Vikings
744,188.0,8765,5.0,This Gun for Hire
745,188.0,44197,5.0,Find Me Guilty
746,188.0,101962,5.0,Wolf Children
747,189.0,2190,5.0,Why Do Fools Fall In Love
748,189.0,1174,5.0,Dead Tired
749,189.0,91355,5.0,Asterix and the Vikings
750,189.0,26160,5.0,Asterix the Gaul
751,190.0,5864,5.0,"Tarzan, the Ape Man"
752,190.0,128616,5.0,As We Were Dreaming
753,190.0,747,5.0,The Stupids
754,190.0,26318,5.0,The Phantom of Liberty
755,191.0,54780,5.0,The Nanny Diaries
756,191.0,26318,5.0,The Phantom of Liberty
757,191.0,401,5.0,Mirage
758,191.0,52617,5.0,Woman on the Beach
759,192.0,26318,5.0,The Phantom of Liberty
760,192.0,3637,5.0,Vagabond
761,192.0,7574,5.0,Maborosi
762,192.0,45000,5.0,La Chinoise
763,193.0,4527,5.0,A Night in the Life of Jimmy Reardon
764,193.0,573,5.0,"Ciao, Professore!"
766,193.0,4578,5.0,Chances Are
767,194.0,162672,5.0,Mohenjo Daro
768,194.0,98000,5.0,Student of the Year
769,194.0,8629,5.0,The Book of Life
770,194.0,8765,5.0,This Gun for Hire
771,195.0,559,4.666666666666667,"Paris, France"
772,195.0,681,4.666666666666667,Coup de Torchon
773,195.0,690,4.666666666666667,The Promise
775,196.0,1174,5.0,Dead Tired
776,196.0,103659,5.0,Justice League: The Flashpoint Paradox
777,196.0,8915,5.0,Stage Beauty
778,196.0,39416,5.0,Kids in America
779,197.0,6006,5.000000000000001,Just Married
780,197.0,6014,5.0,National Security
781,197.0,136449,5.0,Ghost in the Shell 2.0
782,197.0,5917,5.0,Zoot Suit
783,198.0,4984,5.0,Morgan: A Suitable Case for Treatment
784,198.0,4796,5.0,The Grass Is Greener
785,198.0,3047,5.0,Experience Preferred...But Not Essential
786,198.0,146309,5.0,The Boy and the Beast
787,199.0,4539,4.666666666666667,Salsa
788,199.0,4593,4.5,Family Business
789,199.0,4493,4.5,Critters 2
790,199.0,499,4.5,Mr. Wonderful
791,200.0,559,5.0,"Paris, France"
793,200.0,1733,5.0,Afterglow
794,200.0,1174,5.0,Dead Tired
795,201.0,26265,5.0,Dr. Phibes Rises Again
796,201.0,4445,5.0,T-Rex: Back to the Cretaceous
797,201.0,2339,5.0,I'll Be Home for Christmas
798,201.0,25763,5.0,Pandora's Box
799,202.0,8765,5.0,This Gun for Hire
800,202.0,58425,5.0,Sigur Rós: Heima
801,202.0,43744,5.0,Imagine Me & You
802,202.0,5788,5.0,All or Nothing
803,203.0,5910,5.0,Bolero: Dance of Life
804,203.0,132952,5.0,Sarfarosh
805,203.0,7395,5.0,Cheaper by the Dozen
806,203.0,2008,5.0,"This World, Then the Fireworks"
807,204.0,5236,4.75,A Tale of Springtime
808,204.0,4592,4.75,The Experts
809,204.0,4930,4.75,Funeral in Berlin
810,204.0,4796,4.75,The Grass Is Greener
811,205.0,26265,4.666666666666667,Dr. Phibes Rises Again
812,205.0,25763,4.666666666666667,Pandora's Box
813,205.0,7051,4.666666666666667,What's New Pussycat?
814,205.0,51094,4.5,Gray Matters
815,206.0,117871,5.0,The Water Diviner
816,206.0,147010,5.0,Thou Gild'st the Even
817,206.0,78174,5.0,Sex and the City 2
818,206.0,114707,5.0,Horns
819,207.0,568,5.000000000000001,Bhaji on the Beach
820,207.0,41912,5.0,Slim Susie
821,207.0,57845,5.0,Joe Strummer: The Future Is Unwritten
822,207.0,44840,5.0,The Benchwarmers
823,208.0,51094,5.0,Gray Matters
824,208.0,1472,5.0,City of Industry
825,208.0,52545,5.0,Puccini for Beginners
826,208.0,55566,5.0,Why Did I Get Married?
827,209.0,264,4.0,L'Enfer
828,209.0,50583,4.0,Linda Linda Linda
829,209.0,61013,4.0,Gigantics
830,209.0,61236,4.0,Waltz with Bashir
831,210.0,401,4.5,Mirage
832,210.0,7002,4.5,Mindwalk
833,210.0,146309,4.5,The Boy and the Beast
834,210.0,141688,4.5,Legend
835,211.0,3945,5.0,Digimon: The Movie
836,211.0,1636,5.0,Stag
838,211.0,439,5.0,Dangerous Game
839,212.0,8915,4.409090909090909,Stage Beauty
840,212.0,3202,4.1125,Even Dwarfs Started Small
841,212.0,79469,4.1125,The Northerners
842,212.0,148372,4.1125,Schneider vs. Bax
843,214.0,58107,5.0,Step Up 2: The Streets
844,214.0,1878,5.0,Woo
846,214.0,3945,5.0,Digimon: The Movie
847,215.0,55498,5.0,Silk
848,215.0,55417,5.0,Irina Palm
849,215.0,91690,5.0,Friends with Kids
850,215.0,110352,5.0,Survival Island
851,216.0,69529,5.0,Home
852,216.0,4045,5.0,Breakheart Pass
853,216.0,26265,5.0,Dr. Phibes Rises Again
854,216.0,25763,5.0,Pandora's Box
855,217.0,5395,5.0,The Gambler
856,217.0,98126,5.0,Capital
857,217.0,1539,5.0,Twin Town
858,217.0,109249,5.0,The Journey
859,218.0,681,5.0,Coup de Torchon
860,218.0,820,5.0,Death in the Garden
861,218.0,573,5.0,"Ciao, Professore!"
862,218.0,1733,5.0,Afterglow
863,219.0,26151,5.0,Au Hasard Balthazar
864,219.0,58107,5.0,Step Up 2: The Streets
865,219.0,5324,4.75,Life or Something Like It
866,219.0,4284,4.75,The King and I
867,220.0,6154,5.0,Deliver Us from Eva
868,220.0,5788,5.0,All or Nothing
869,220.0,5958,5.0,The Wild Thornberrys Movie
870,220.0,6012,5.0,A Guy Thing
871,222.0,79203,5.0,Nightwatching
872,222.0,132952,5.0,Sarfarosh
873,222.0,8893,5.0,Basket Case 2
874,222.0,8892,5.0,Basket Case 3
875,223.0,162672,5.0,Mohenjo Daro
876,223.0,96691,5.0,Resident Evil: Retribution
877,223.0,77206,5.0,Diary of a Wimpy Kid
878,223.0,72294,5.0,A Christmas Carol
879,224.0,88932,5.0,Final Destination 5
880,224.0,27251,5.0,The 10th Kingdom
881,224.0,2637,5.0,The Mummy's Hand
882,224.0,110873,5.0,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
883,225.0,126548,5.0,The DUFF
884,225.0,4593,5.0,Family Business
885,225.0,1692,5.0,Alien Escape
886,225.0,2493,5.0,Comedian Harmonists
887,226.0,26462,4.25,Bad Boys
888,226.0,106540,4.25,Delivery Man
889,226.0,121618,4.25,Love Hina Spring Special - I Wish Your Dream
890,226.0,97895,4.25,What Richard Did
891,227.0,6800,5.0,Cobra
892,227.0,50147,5.0,Black Christmas
893,227.0,44731,5.0,Stay Alive
894,227.0,48032,5.0,The Tiger and the Snow
895,228.0,939,5.0,The Reluctant Debutante
896,228.0,2636,5.0,The Mummy's Ghost
897,228.0,2998,5.0,Dreaming of Joseph Lees
898,228.0,39659,5.0,Teorema
899,229.0,336,5.0,The Walking Dead
900,229.0,40597,4.75,Menolippu Mombasaan
901,229.0,27689,4.75,Crimson Rivers II: Angels of the Apocalypse
902,229.0,301,4.75,Picture Bride
903,230.0,4539,5.0,Salsa
904,230.0,3580,5.0,Up at the Villa
905,230.0,4181,5.0,Tapeheads
906,230.0,5969,5.0,My Girl 2
907,231.0,6014,5.0,National Security
908,231.0,25763,5.0,Pandora's Box
909,231.0,1133,5.0,Kristin Lavransdatter
910,231.0,6883,5.0,Sylvia
911,232.0,50804,5.0,Hannibal Rising
912,232.0,8915,5.0,Stage Beauty
913,232.0,111913,5.0,Lilting
914,232.0,6425,4.818181818181818,The Sixth Man
915,233.0,158956,5.0,Kill Command
916,233.0,62115,5.0,Six Shooter
917,233.0,64660,5.0,Waiter
918,233.0,64695,5.0,Sword of the Stranger
919,234.0,755,5.0,Kim
920,234.0,2573,5.0,Tango
921,234.0,47148,5.0,Mrs Palfrey at The Claremont
922,234.0,26151,5.0,Au Hasard Balthazar
923,235.0,6883,5.0,Sylvia
924,235.0,2637,5.0,The Mummy's Hand
925,235.0,26151,5.0,Au Hasard Balthazar
926,235.0,2653,5.0,Son of Dracula
927,236.0,4753,5.0,Vamp
928,236.0,5413,5.0,Zombie Holocaust
929,236.0,54768,5.0,Daddy Day Camp
930,236.0,7312,5.0,"Follow Me, Boys!"
931,237.0,854,5.0,The Ballad of Narayama
932,237.0,3829,5.0,Mad About Mambo
933,237.0,1174,5.0,Dead Tired
934,237.0,3474,5.0,Retroactive
935,238.0,130,4.75,Angela
936,238.0,4691,4.75,Def-Con 4
937,238.0,6725,4.75,Sgt. Pepper's Lonely Hearts Club Band
938,238.0,6116,4.75,The Pirate Movie
939,239.0,34435,5.0,Sholay
940,239.0,129313,5.0,Reality
941,239.0,104441,5.0,The Frozen Ground
942,239.0,64660,5.0,Waiter
943,240.0,8823,4.5,The Sting II
944,240.0,7919,4.423076923076923,Drunken Angel
945,240.0,64695,4.423076923076923,Sword of the Stranger
946,240.0,8484,4.423076923076923,The Human Condition I: No Greater Love
947,241.0,401,4.0,Mirage
948,241.0,615,4.0,Bread and Chocolate
949,241.0,64695,4.0,Sword of the Stranger
950,241.0,60857,4.0,The Tracey Fragments
951,242.0,126548,5.0,The DUFF
952,242.0,2636,5.0,The Mummy's Ghost
953,242.0,108514,5.0,Yeh Jawaani Hai Deewani
954,242.0,48660,5.0,The Elementary Particles
955,243.0,100553,4.423076923076923,Frozen Planet
956,243.0,4930,4.4,Funeral in Berlin
957,243.0,617,4.4,The Flower of My Secret
958,243.0,4076,4.4,Two Ninas
959,244.0,2190,5.0,Why Do Fools Fall In Love
960,244.0,6531,5.0,The Advocate
961,244.0,1450,5.0,Prisoner of the Mountains
962,244.0,2981,5.0,Brother Can You Spare A Dime
963,245.0,146309,5.0,The Boy and the Beast
964,245.0,2636,5.0,The Mummy's Ghost
965,245.0,134246,5.0,Survivor
966,245.0,690,5.0,The Promise
967,246.0,32735,5.0,Arabian Nights
968,246.0,75349,5.0,Teenage Caveman
969,246.0,8240,5.0,Totally Fucked Up
970,246.0,80217,5.0,Hated:  GG Allin & the Murder Junkies
971,247.0,854,5.0,The Ballad of Narayama
972,247.0,1174,5.0,Dead Tired
973,247.0,681,5.0,Coup de Torchon
975,248.0,27186,5.0,Kirikou and the Sorceress
976,248.0,46574,5.0,The Oh in Ohio
977,248.0,56633,5.0,Butterfly on a Wheel
978,248.0,137595,5.0,Magic Mike XXL
979,249.0,162672,5.0,Mohenjo Daro
980,249.0,4842,5.0,The Dogs of War
981,249.0,90403,5.0,The Three Musketeers
982,249.0,6332,5.0,The Lizzie McGuire Movie
983,250.0,4593,5.0,Family Business
984,250.0,499,5.0,Mr. Wonderful
985,250.0,3047,5.0,Experience Preferred...But Not Essential
986,250.0,1539,5.0,Twin Town
987,251.0,44197,5.0,Find Me Guilty
988,251.0,3909,5.0,Woman on Top
989,251.0,3879,5.0,The Art of War
990,251.0,3780,5.0,Rocketship X-M
991,252.0,45969,5.0,Career Opportunities
992,252.0,59834,5.0,100 Rifles
993,252.0,50804,5.0,Hannibal Rising
994,252.0,70121,5.0,'Neath the Arizona Skies
995,253.0,109249,4.5,The Journey
996,253.0,4493,4.5,Critters 2
997,253.0,8823,4.5,The Sting II
998,253.0,50804,4.456380143850973,Hannibal Rising
999,254.0,8915,5.0,Stage Beauty
1000,254.0,820,4.8,Death in the Garden
1001,254.0,793,4.8,My Life and Times With Antonin Artaud
1003,255.0,7204,5.0,Hells Angels on Wheels
1004,255.0,3883,5.0,Catfish in Black Bean Sauce
1005,255.0,690,5.0,The Promise
1006,255.0,4466,5.0,Above the Law
1007,256.0,45172,4.333333333333333,23
1008,256.0,30846,4.333333333333333,The Assassination of Richard Nixon
1009,256.0,26294,4.333333333333333,My Name Is Nobody
1010,256.0,59731,4.333333333333333,Bigger Stronger Faster*
1011,257.0,5236,5.0,A Tale of Springtime
1012,257.0,2758,5.0,Plenty
1013,257.0,1571,5.0,When the Cat's Away
1014,257.0,1819,5.0,Storefront Hitchcock
1015,258.0,110352,5.0,Survival Island
1016,258.0,3768,5.0,Braddock: Missing in Action III
1017,258.0,5224,5.0,Promises
1018,258.0,26686,5.0,Ghost Dad
1019,259.0,127728,5.0,Back Soon
1020,259.0,82608,5.0,Zerophillia
1021,259.0,6762,5.0,Yossi & Jagger
1022,259.0,109359,5.0,Gerontophilia
1023,260.0,5224,5.0,Promises
1024,260.0,3906,5.0,Under Suspicion
1025,260.0,4945,5.0,The Enforcer
1026,260.0,4930,5.0,Funeral in Berlin
1027,261.0,48660,5.0,The Elementary Particles
1028,261.0,26228,5.0,A Swedish Love Story
1030,261.0,61206,5.0,In the City of Sylvia
1031,263.0,2103,4.0,Tall Tale
1032,263.0,3710,4.0,Action Jackson
1033,263.0,3945,4.0,Digimon: The Movie
1034,263.0,4045,4.0,Breakheart Pass
1035,264.0,5333,5.0,Bob le Flambeur
1036,264.0,8670,5.0,The Testament of Dr. Mabuse
1037,264.0,5834,5.0,Fingers
1038,264.0,64660,5.0,Waiter
1039,265.0,59834,5.0,100 Rifles
1040,265.0,26160,5.0,Asterix the Gaul
1041,265.0,51372,5.0,Cats
1042,265.0,4770,5.0,The Glass House
1043,266.0,1133,5.0,Kristin Lavransdatter
1044,266.0,72612,5.0,The Fly
1045,266.0,6014,5.0,National Security
1046,266.0,6154,5.0,Deliver Us from Eva
1047,267.0,4466,5.0,Above the Law
1048,267.0,52545,5.0,Puccini for Beginners
1049,267.0,4493,5.0,Critters 2
1050,267.0,7340,5.0,Just One of the Guys
1051,268.0,134783,4.833333333333333,Entourage
1052,268.0,137595,4.833333333333333,Magic Mike XXL
1053,268.0,138204,4.833333333333333,7 Days in Hell
1054,268.0,134246,4.833333333333333,Survivor
1055,269.0,5605,5.0,Ratcatcher
1056,269.0,615,5.0,Bread and Chocolate
1057,269.0,7093,5.0,The Front Page
1058,269.0,7340,5.0,Just One of the Guys
1059,270.0,8915,4.75,Stage Beauty
1060,270.0,3207,4.7,The Snows of Kilimanjaro
1061,270.0,26394,4.7,The Turning Point
1062,270.0,108514,4.666666666666667,Yeh Jawaani Hai Deewani
1063,271.0,3567,5.0,Bossa Nova
1064,271.0,3656,5.0,Lured
1065,271.0,3580,5.0,Up at the Villa
1066,271.0,27664,4.75,The Brown Bunny
1067,272.0,27186,5.0,Kirikou and the Sorceress
1068,272.0,31956,5.0,Five Times Two
1069,272.0,7340,5.0,Just One of the Guys
1070,272.0,5076,5.0,The Adventures of Huck Finn
1071,273.0,2653,5.0,Son of Dracula
1072,273.0,58107,5.0,Step Up 2: The Streets
1073,273.0,2650,5.0,The Ghost of Frankenstein
1074,273.0,1328,5.0,The Amityville Curse
1075,274.0,690,5.0,The Promise
1076,274.0,681,5.0,Coup de Torchon
1077,274.0,820,5.0,Death in the Garden
1078,274.0,793,5.0,My Life and Times With Antonin Artaud
1079,275.0,25763,5.0,Pandora's Box
1080,275.0,26265,5.0,Dr. Phibes Rises Again
1081,275.0,137595,5.0,Magic Mike XXL
1082,275.0,138204,5.0,7 Days in Hell
1083,276.0,4469,4.5,Appointment with Death
1084,276.0,2849,4.5,Queens Logic
1085,276.0,84,4.0,Last Summer in the Hamptons
1086,276.0,27351,4.0,Spiral
1087,277.0,617,5.0,The Flower of My Secret
1088,277.0,3934,5.0,Kronos
1089,277.0,7786,5.0,Genghis Blues
1090,277.0,2562,5.0,Bandits
1091,278.0,201,5.0,Three Wishes
1092,278.0,243,5.0,Gordy
1093,278.0,343,5.0,The Baby-Sitters Club
1094,278.0,73860,4.666666666666667,Nowhere Boy
1095,279.0,7820,5.0,The Virgin Spring
1096,279.0,26578,5.0,The Sacrifice
1097,279.0,45000,5.0,La Chinoise
1098,279.0,8629,5.0,The Book of Life
1099,280.0,74727,5.000000000000001,Gentlemen of Fortune
1100,280.0,95309,5.000000000000001,Seeking a Friend for the End of the World
1101,280.0,401,5.0,Mirage
1102,280.0,102666,5.0,Ivan Vasilyevich Changes His Profession
1103,281.0,2653,5.0,Son of Dracula
1104,281.0,2650,5.0,The Ghost of Frankenstein
1105,281.0,2649,5.0,Son of Frankenstein
1106,281.0,2647,5.0,House of Frankenstein
1107,282.0,8823,5.0,The Sting II
1108,282.0,39408,4.625,Left Behind III: World at War
1109,282.0,5422,4.625,The Emperor's New Clothes
1110,282.0,7773,4.625,Bang Bang You're Dead
1111,283.0,7204,5.0,Hells Angels on Wheels
1112,283.0,61465,5.0,Bangkok Dangerous
1113,283.0,7312,5.0,"Follow Me, Boys!"
1114,283.0,32153,5.0,Once Upon a Forest
1115,284.0,499,5.0,Mr. Wonderful
1116,284.0,4593,5.0,Family Business
1117,284.0,1328,5.0,The Amityville Curse
1118,284.0,43556,4.75,Annapolis
1119,285.0,8133,5.0,The Inheritance
1120,285.0,135532,4.785714285714286,The Last Witch Hunter
1121,285.0,81132,4.785714285714286,Rubber
1122,285.0,48501,4.785714285714286,G.O.R.A.
1123,286.0,47122,5.0,John Tucker Must Die
1124,286.0,69529,5.0,Home
1125,286.0,80858,5.0,You Again
1126,286.0,79588,5.0,Charlie St. Cloud
1127,287.0,5834,5.0,Fingers
1128,287.0,439,5.0,Dangerous Game
1129,287.0,4550,5.0,Switching Channels
1130,287.0,4559,5.0,Vice Versa
1131,288.0,3780,5.0,Rocketship X-M
1132,288.0,4930,5.0,Funeral in Berlin
1133,288.0,72683,5.0,Tell Me Something
1134,288.0,8982,5.0,I Am David
1135,289.0,4771,5.0,Hardball
1136,289.0,100272,5.0,Blancanieves
1137,289.0,4095,5.0,Cry Freedom
1138,289.0,6197,5.0,Spider
1139,290.0,72612,5.0,The Fly
1140,290.0,793,5.0,My Life and Times With Antonin Artaud
1141,290.0,4923,5.0,Guadalcanal Diary
1142,290.0,47148,5.0,Mrs Palfrey at The Claremont
1143,291.0,8765,5.0,This Gun for Hire
1144,291.0,98126,5.0,Capital
1145,291.0,26160,5.0,Asterix the Gaul
1146,291.0,44197,5.0,Find Me Guilty
1147,292.0,58107,4.833333333333333,Step Up 2: The Streets
1148,292.0,4539,4.75,Salsa
1149,292.0,401,4.642857142857143,Mirage
1150,292.0,5427,4.6,Caveman
1151,293.0,27664,4.5,The Brown Bunny
1152,293.0,71876,4.5,Amelia
1153,293.0,51094,4.5,Gray Matters
1154,293.0,58107,4.5,Step Up 2: The Streets
1155,294.0,111913,4.277777777777778,Lilting
1156,294.0,8982,4.1125,I Am David
1157,294.0,127124,4.1,I'll See You in My Dreams
1158,294.0,134528,4.1,Aloha
1159,295.0,137595,4.7,Magic Mike XXL
1160,295.0,138204,4.7,7 Days in Hell
1161,295.0,134246,4.7,Survivor
1162,295.0,134528,4.7,Aloha
1163,296.0,2775,5.000000000000001,Head On
1164,296.0,6644,5.0,The Green Ray
1165,296.0,6509,5.0,Ali: Fear Eats the Soul
1166,296.0,78160,5.0,Ricky Gervais Live: Animals
1167,297.0,4000,5.0,The Bounty
1168,297.0,8899,5.0,Hardcore
1169,297.0,5918,4.5,Alone in the Dark
1170,297.0,55417,4.5,Irina Palm
1171,298.0,47274,5.000000000000002,Murmur of the Heart
1172,298.0,69516,5.000000000000001,The Limits of Control
1173,298.0,6295,5.0,Chasing Papi
1174,298.0,77291,5.0,Aria
1175,299.0,55417,5.0,Irina Palm
1176,299.0,4539,5.0,Salsa
1177,299.0,2758,4.875,Plenty
1178,299.0,1472,4.833333333333333,City of Industry
1179,300.0,3780,5.0,Rocketship X-M
1180,300.0,3879,5.0,The Art of War
1181,300.0,3829,5.0,Mad About Mambo
1182,300.0,3885,5.0,Love & Sex
1183,301.0,47148,5.0,Mrs Palfrey at The Claremont
1184,301.0,72479,5.0,The Messenger
1185,301.0,66544,5.0,Nuremberg
1186,301.0,66744,5.0,Il Divo
1187,302.0,84,5.0,Last Summer in the Hamptons
1188,302.0,3202,5.0,Even Dwarfs Started Small
1189,302.0,4538,5.0,Salome's Last Dance
1190,302.0,4521,5.0,Little Nikita
1191,303.0,8133,4.5,The Inheritance
1192,303.0,6425,4.277777777777778,The Sixth Man
1193,303.0,101962,4.071428571428571,Wolf Children
1194,303.0,64695,4.071428571428571,Sword of the Stranger
1195,304.0,1311,5.0,Santa with Muscles
1196,304.0,2191,5.0,Keep the Aspidistra Flying
1197,304.0,71810,5.0,Legionnaire
1198,304.0,3883,5.0,Catfish in Black Bean Sauce
1199,305.0,3568,5.0,Smiling Fish & Goat On Fire
1200,305.0,4622,5.0,Loverboy
1201,305.0,4988,5.0,White Water Summer
1202,305.0,2507,5.0,Breakfast of Champions
1203,306.0,162672,4.5,Mohenjo Daro
1204,306.0,162542,4.5,Rustom
1205,306.0,108514,4.5,Yeh Jawaani Hai Deewani
1206,306.0,149606,4.5,Bajirao Mastani
1207,307.0,1133,5.0,Kristin Lavransdatter
1208,307.0,46574,5.0,The Oh in Ohio
1209,307.0,130,5.0,Angela
1210,307.0,4789,5.0,Phantom of the Paradise
1211,308.0,2998,5.0,Dreaming of Joseph Lees
1212,308.0,60857,5.0,The Tracey Fragments
1213,308.0,4131,5.0,Making Mr. Right
1214,308.0,3116,5.0,Miss Julie
1215,309.0,1067,5.0,A Damsel in Distress
1216,309.0,1328,5.0,The Amityville Curse
1217,309.0,3934,4.9,Kronos
1218,309.0,8823,4.833333333333333,The Sting II
1219,310.0,59,5.0,The Confessional
1220,310.0,104590,5.0,Tidal Wave
1221,310.0,66544,5.0,Nuremberg
1222,310.0,73290,5.0,Hachi: A Dog's Tale
1223,311.0,101947,4.222222222222222,U2: From the Sky Down
1224,311.0,126548,4.166666666666667,The DUFF
1225,311.0,51094,4.125,Gray Matters
1226,311.0,52545,4.125,Puccini for Beginners
1227,312.0,8915,4.75,Stage Beauty
1228,312.0,6425,4.666666666666667,The Sixth Man
1229,312.0,50804,4.6,Hannibal Rising
1230,312.0,39427,4.5,Stay
1231,313.0,55417,4.75,Irina Palm
1232,313.0,70344,4.5,Cold Souls
1233,313.0,2339,4.5,I'll Be Home for Christmas
1234,313.0,111913,4.4,Lilting
1235,314.0,69280,5.0,The Clique
1236,314.0,47148,5.0,Mrs Palfrey at The Claremont
1237,314.0,401,5.0,Mirage
1238,314.0,3568,5.0,Smiling Fish & Goat On Fire
1239,315.0,2636,5.0,The Mummy's Ghost
1240,315.0,1878,5.0,Woo
1241,315.0,134528,5.0,Aloha
1242,315.0,134246,5.0,Survivor
1243,316.0,27186,4.125,Kirikou and the Sorceress
1244,316.0,2653,4.0,Son of Dracula
1245,316.0,5918,4.0,Alone in the Dark
1246,316.0,4770,4.0,The Glass House
1247,317.0,6628,5.0,Hot Dog... The Movie
1249,317.0,3945,5.0,Digimon: The Movie
1250,317.0,1328,5.0,The Amityville Curse
1251,318.0,90403,5.0,The Three Musketeers
1252,318.0,53974,5.0,License to Wed
1253,318.0,4045,5.0,Breakheart Pass
1254,318.0,96,4.0,A Midwinter's Tale
1255,319.0,1472,5.0,City of Industry
1256,319.0,615,4.0,Bread and Chocolate
1257,319.0,7208,4.0,Dr. Jekyll and Mr. Hyde
1258,319.0,25852,4.0,Gaslight
1259,320.0,1067,5.0,A Damsel in Distress
1260,320.0,6883,5.0,Sylvia
1261,320.0,617,4.75,The Flower of My Secret
1262,320.0,4591,4.75,Erik the Viking
