movieId,keywords,cast,genres,popularity,title,director,prod_company,avg_rating,revenue_millions
3332,[],['Rex Allen'],"['Family', 'Adventure']",0.02,The Legend of Lobo,James Algar,Walt Disney Productions,3.17,0.0
3334,"['hotel', 'florida', 'war veteran']","['Humphrey Bogart', 'Edward G. Robinson', 'Lauren Bacall']","['Crime', 'Drama', 'Thriller']",7.59,Key Largo,John Huston,Warner Bros.,4.0,0.0
3335,"['blackmail', 'plastic surgeon']","['Lyle Talbot', 'Herbert Rawlinson', 'Steve Reeves']","['Action', 'Crime', 'Thriller']",0.51,Jail Bait,Edward D. Wood Jr.,Howco Productions Inc.,2.44,0.0
3338,"['space travel', 'history', 'apollo s']","['Jim Lovell', 'Russell Schweickart', 'Eugene Cernan']",['Documentary'],3.22,For All Mankind,Al Reinert,Apollo Associates,3.97,0.77
3340,"['experiment', 'octopus', 'b movie']","['Bela Lugosi', 'Tony McCoy', 'Tor Johnson']","['Horror', 'Science Fiction']",1.41,Bride of the Monster,Edward D. Wood Jr.,Rolling M. Productions,2.59,0.0
3341,"['washington d.c.', 'congress', 'tycoon']","['Judy Holliday', 'Broderick Crawford', 'William Holden']","['Comedy', 'Romance', 'Drama']",6.09,Born Yesterday,George Cukor,Columbia Pictures Corporation,3.86,0.0
3342,"['lunatic asylum', 'vietnam war']","['Matthew Modine', 'Nicolas Cage', 'John Harkins']","['Drama', 'History']",16.24,Birdy,Alan Parker,TriStar Pictures,3.8,1.4
3343,['escaped convict'],"['Rebecca De Mornay', 'Vincent Spano', 'Frank Langella']","['Comedy', 'Drama', 'Romance']",2.57,And God Created Woman,Roger Vadim,Vestron Pictures,2.4,0.0
3344,"['video nasty', 'splatter film']","['William Kerwin', 'Mal Arnold', 'Connie Mason']",['Horror'],1.78,Blood Feast,Herschell Gordon Lewis,Friedman-Lewis Productions,2.81,4.0
3346,"['gore', 'exploitation film']","['Gordon Oas-Heim', 'Candi Conder', 'Elyn Warner']",['Horror'],0.65,Color Me Blood Red,Herschell Gordon Lewis,Box Office Spectaculars,2.55,0.0
3347,"['wolf', 'arctic', 'alaska']","['Charles Martin Smith', 'Zachary Ittimangnaq', 'Samson Jorah']","['Action', 'Adventure', 'Drama']",3.46,Never Cry Wolf,Carroll Ballard,Walt Disney Productions,3.93,0.0
3349,['silent film star'],"['Betty Hutton', 'John Lund', 'Billy De Wolfe']",['Comedy'],0.89,The Perils of Pauline,George Marshall,Paramount Pictures,3.3,0.0
3350,"['housewife', 'racial segregation', 'racism']","['Sidney Poitier', 'Claudia McNeil', 'Ruby Dee']","['Romance', 'Drama']",2.5,A Raisin in the Sun,Daniel Petrie,Columbia Pictures Corporation,3.87,0.0
3351,"['horror', 'gore', 'maniac']","['Connie Mason', 'William Kerwin', 'Jeffrey Allen']",['Horror'],1.68,Two Thousand Maniacs!,Herschell Gordon Lewis,Friedman-Lewis Productions,2.83,0.0
3354,"['mars', 'spacecraft', 'space travel']","['Gary Sinise', 'Tim Robbins', 'Don Cheadle']",['Science Fiction'],9.02,Mission to Mars,Brian De Palma,Spyglass Entertainment,2.67,60.875
3358,"['heaven', 'afterlife']","['Albert Brooks', 'Meryl Streep', 'Rip Torn']","['Fantasy', 'Drama', 'Comedy']",3.71,Defending Your Life,Albert Brooks,Geffen Pictures,3.6,0.0
3359,"['bicycle', 'sport', 'cycling']","['Dennis Quaid', 'Daniel Stern', 'Jackie Earle Haley']","['Drama', 'Comedy']",4.81,Breaking Away,Peter Yates,Twentieth Century Fox Film Corporation,4.0,20.0
3360,"['father son relationship', 'indiana', 'son']","['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper']","['Drama', 'Family']",6.48,Hoosiers,David Anspaugh,Orion Pictures,3.84,28.608
3361,"['love triangle', 'poem', 'jealousy']","['Kevin Costner', 'Susan Sarandon', 'Tim Robbins']","['Comedy', 'Romance']",6.92,Bull Durham,Ron Shelton,Orion Pictures,3.67,50.888
3362,"['bank', 'hostage', 'police']","['Al Pacino', 'John Cazale', 'Charles Durning']","['Crime', 'Drama', 'Thriller']",7.53,Dog Day Afternoon,Sidney Lumet,Artists Entertainment Complex,3.96,46.666
3363,"['farewell', 'rock and roll', 'robbery']","['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat']","['Comedy', 'Drama']",9.19,American Graffiti,George Lucas,Lucasfilm,3.76,140.0
3364,"['heist', 'on the run', 'classic noir']","['Sterling Hayden', 'Louis Calhern', 'Jean Hagen']","['Action', 'Crime', 'Drama']",12.87,The Asphalt Jungle,John Huston,Metro-Goldwyn-Mayer (MGM),3.88,0.0
3365,"['drama', 'native american', 'civil war veteran']","['John Wayne', 'Jeffrey Hunter', 'Vera Miles']",['Western'],7.8,The Searchers,John Ford,C.V. Whitney Pictures,3.96,0.0
3367,"['italy', 'commando', 'canadian army']","['William Holden', 'Cliff Robertson', 'Vince Edwards']","['War', 'Action']",3.01,The Devil's Brigade,Andrew V. McLaglen,Wolper Pictures,3.43,0.0
3368,"['love triangle', 'father son relationship', 'ranch']","['Gregory Peck', 'Jean Simmons', 'Carroll Baker']","['Drama', 'Western', 'Romance']",4.67,The Big Country,William Wyler,United Artists,3.78,0.0
3371,"['folk music', 'based on memoir or autobiography', 'dust bowl']","['David Carradine', 'Ronny Cox', 'Melinda Dillon']",['Music'],3.21,Bound for Glory,Hal Ashby,United Artists,3.61,0.0
3372,"['world war ii', 'bridge', 'soldier']","['George Segal', 'Ben Gazzara', 'Robert Vaughn']","['Action', 'History', 'War']",3.43,The Bridge at Remagen,John Guillermin,Wolper Pictures,3.42,0.0
3373,"['con man', 'preacher', 'wagon master']","['Sidney Poitier', 'Harry Belafonte', 'Ruby Dee']","['Action', 'Comedy', 'Western']",2.1,Buck and the Preacher,Joseph Sargent,Columbia Pictures Corporation,3.0,0.0
3375,"['moon', 'based on novel', 'spacecraft']","['John Archer', 'Warner Anderson', 'Tom Powers']",['Science Fiction'],0.94,Destination Moon,Irving Pichel,George Pal Productions,3.22,0.0
3377,"['assassination', 'resistance', 'hostage']","['Brian Donlevy', 'Walter Brennan', 'Anna Lee']","['Drama', 'History', 'Thriller']",2.55,Hangmen Also Die!,Fritz Lang,United Artists,3.34,0.0
3379,"['submarine', 'dystopia', 'australia']","['Gregory Peck', 'Ava Gardner', 'Fred Astaire']","['Science Fiction', 'Drama', 'Romance']",4.0,On the Beach,Stanley Kramer,Stanley Kramer Productions,3.76,0.0
3380,"['hold-up robbery', 'b movie', 'film noir']","['John Ireland', 'Sheila Ryan', 'Hugh Beaumont']","['Drama', 'Thriller']",1.34,Railroaded!,Anthony Mann,PRC,2.99,0.0
3384,"['1970s', 'kidnapping', 'hostage drama']","['Walter Matthau', 'Robert Shaw', 'Martin Balsam']","['Action', 'Adventure', 'Crime']",7.76,The Taking of Pelham One Two Three,Joseph Sargent,Palladium Productions,3.8,0.0
3385,"['gambling', 'cia', 'asia']","['Tom Hanks', 'John Candy', 'Rita Wilson']",['Comedy'],7.51,Volunteers,Nicholas Meyer,TriStar Pictures,2.62,0.0
3386,"['assassination', 'cia', 'homophobia']","['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman']","['Drama', 'Thriller', 'History']",13.81,JFK,Oliver Stone,Camelot Productions,3.65,205.405
3387,"['leave', 'fool', 'nymphomanin']","['John Candy', 'Jeffrey Jones', 'Annie Potts']","['Comedy', 'Crime', 'Mystery']",7.1,Who's Harry Crumb?,Paul Flaherty,TriStar Pictures,2.73,0.0
3388,"['bad smell', 'bigfoot', 'vegetarian']","['John Lithgow', 'Melinda Dillon', 'Margaret Langrick']","['Comedy', 'Family', 'Fantasy']",9.3,Harry and the Hendersons,William Dear,Universal Pictures,2.7,49.999
3389,['rescue operation'],"['Michael Schoeffling', 'Robert Duvall', 'Gary Busey']","['Action', 'Adventure']",0.5,Let's Get Harry,Stuart Rosenberg,TriStar Pictures,2.49,0.0
3391,"['new york', 'falsely accused', 'cult comedy']","['Madonna', 'Griffin Dunne', 'Bibi Besch']",['Comedy'],3.78,Who's That Girl,James Foley,The Guber-Peters Company,2.21,7.305
3392,"['career woman', 'deceived wife', 'revenge']","['Meryl Streep', 'Ed Begley Jr.', 'Linda Hunt']",['Comedy'],4.28,She-Devil,Susan Seidelman,Orion Pictures,2.21,0.0
3393,[],"['Michael E. Knight', 'Phoebe Cates', 'Emmanuelle Béart']","['Comedy', 'Fantasy', 'Romance']",1.6,Date With an Angel,Tom McLoughlin,De Laurentiis Entertainment Group (DEG),2.39,0.0
3394,"['brother brother relationship', 'california', 'manager']","['Kim Basinger', 'Bruce Willis', 'John Larroquette']","['Comedy', 'Romance']",6.7,Blind Date,Blake Edwards,Permut Presentations,2.66,39.322
3395,"['texas', 'murder', 'on the run']","['Jeff Bridges', 'Kim Basinger', 'Rip Torn']","['Action', 'Comedy', 'Romance']",7.57,Nadine,Robert Benton,TriStar Pictures,2.63,5.67
3396,"['chicken', 'musical', 'frog']","['Jim Henson', 'Frank Oz', 'Jerry Nelson']","['Adventure', 'Comedy', 'Family']",6.77,The Muppet Movie,James Frawley,Incorporated Television Company,3.61,76.657
3399,"['flying', 'runaway', 'airport']","['Waylon Jennings', 'Sandra Bernhard', 'John Candy']","['Adventure', 'Comedy', 'Family']",1.78,Sesame Street Presents Follow That Bird,Ken Kwapis,Warner Bros.,3.06,0.0
3400,"['prehistoric', 'dinosaur', 'prehistoric creature']","['John Goodman', 'Jay Leno', 'Walter Cronkite']","['Animation', 'Science Fiction', 'Family']",13.59,We're Back! A Dinosaur's Story,Simon Wells,Universal Studios,2.75,9.317
3401,[],"['William Katt', 'Sean Young', 'Patrick McGoohan']","['Adventure', 'Fantasy', 'Action']",1.7,Baby: Secret of the Lost Legend,Bill L. Norton,Touchstone Pictures,2.22,0.0
3404,['titanic'],"['Clifton Webb', 'Barbara Stanwyck', 'Robert Wagner']","['Drama', 'Action', 'Romance']",12.91,Titanic,Jean Negulesco,Twentieth Century Fox Film Corporation,3.33,4.905
3406,"['captain', 'british', 'battle']","['Gregory Peck', 'Virginia Mayo', 'Robert Beatty']","['War', 'Action', 'Adventure']",1.58,Captain Horatio Hornblower R.N.,Raoul Walsh,Warner Bros.,3.69,0.0
3408,"['biography', 'based on true story', 'single mother']","['Julia Roberts', 'Albert Finney', 'Aaron Eckhart']",['Drama'],10.14,Erin Brockovich,Steven Soderbergh,Jersey Films,3.58,256.271
3409,"['omen', 'airplane accident', 'corpse']","['Devon Sawa', 'Ali Larter', 'Kerr Smith']",['Horror'],14.96,Final Destination,James Wong,New Line Cinema,3.11,53.302
3413,"['newspaper', 'small town', 'gas station']","['Brian Donlevy', 'Ella Raines', 'Charles Coburn']","['Drama', 'Thriller', 'Mystery']",1.55,Impact,Arthur Lubin,United Artists,2.97,0.0
3414,"['chinese civil war', 'romance', 'interracial romance']","['William Holden', 'Jennifer Jones', 'Torin Thatcher']","['Drama', 'Romance']",1.55,Love Is a Many-Splendored Thing,Henry King,Twentieth Century Fox Film Corporation,3.27,0.0
3417,"['spain', 'protection', 'pirate']","['Burt Lancaster', 'Nick Cravat', 'Eva Bartok']","['Action', 'Adventure', 'Comedy']",2.26,The Crimson Pirate,Robert Siodmak,Hecht-Lancaster Productions,3.61,0.0
3418,"['usa', 'southern usa', 'waitress']","['Susan Sarandon', 'Geena Davis', 'Harvey Keitel']","['Drama', 'Thriller', 'Crime']",14.79,Thelma & Louise,Ridley Scott,Pathé Entertainment,3.59,45.361
3420,"['suspense', 'lawyer', 'courtroom']","['Al Pacino', 'Jack Warden', 'John Forsythe']","['Crime', 'Drama', 'Mystery']",6.29,...And Justice for All,Norman Jewison,Columbia Pictures Corporation,3.63,33.3
3421,"['sex', 'nudity', 'college']","['John Belushi', 'Tim Matheson', 'John Vernon']",['Comedy'],7.53,Animal House,John Landis,Universal Pictures,3.79,141.0
3422,"['independent film', 'lesbian']","['Tracy Camilla Johns', 'Tommy Redmond Hicks', 'John Canada Terrell']","['Comedy', 'Romance']",7.06,She's Gotta Have It,Spike Lee,40 Acres & A Mule Filmworks,3.41,0.0
3423,['musical'],"['Samuel L. Jackson', 'Laurence Fishburne', 'Giancarlo Esposito']","['Comedy', 'Drama']",6.26,School Daze,Spike Lee,Columbia Pictures,2.9,0.0
3424,"['black people', 'italo-american', 'police brutality']","['Danny Aiello', 'Ossie Davis', 'Ruby Dee']",['Drama'],10.47,Do the Right Thing,Spike Lee,Universal Pictures,3.83,37.295
3425,['musical'],"['Denzel Washington', 'Spike Lee', 'Wesley Snipes']","['Drama', 'Romance']",2.72,Mo' Better Blues,Spike Lee,Universal Pictures,3.29,16.154
3426,"['new york', 'architect', 'forbidden love']","['Spike Lee', 'Annabella Sciorra', 'Ruby Dee']","['Drama', 'Romance']",7.7,Jungle Fever,Spike Lee,Universal Pictures,3.18,32.483
3427,"['escape', 'fish out of water', 'chrysler building']","['Clint Eastwood', 'Lee J. Cobb', 'Susan Clark']","['Action', 'Crime', 'Drama']",4.61,Coogan's Bluff,Don Siegel,Universal Pictures,3.27,3.11
3428,"['boxer', 'boxing match', 'son']","['Jon Voight', 'Faye Dunaway', 'Ricky Schroder']","['Drama', 'Family']",6.46,The Champ,Franco Zeffirelli,Metro-Goldwyn-Mayer (MGM),3.07,0.0
3430,"['new york', 'taxi', 'fight']","['Charles Bronson', 'Hope Lange', 'Vincent Gardenia']","['Action', 'Crime', 'Drama']",12.97,Death Wish,Michael Winner,Paramount Pictures,3.19,22.0
3431,"['rape', 'detective', 'drug traffic']","['Charles Bronson', 'Jill Ireland', 'Vincent Gardenia']","['Action', 'Crime', 'Thriller']",7.97,Death Wish 2,Michael Winner,Cannon Films,2.44,45.0
3432,"['rocket launcher', 'punk', 'vigilante']","['Charles Bronson', 'Deborah Raffin', 'Ed Lauter']","['Action', 'Crime', 'Drama']",12.83,Death Wish 3,Michael Winner,Cannon Group,2.26,16.945
3433,[],"['Charles Bronson', 'Kay Lenz', 'John P. Ryan']","['Thriller', 'Action', 'Adventure']",4.57,Death Wish 4: The Crackdown,J. Lee Thompson,Cannon Group,1.92,0.0
3435,"['suicide', 'insurance salesman', 'insurance fraud']","['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson']","['Drama', 'Mystery', 'Thriller']",6.49,Double Indemnity,Billy Wilder,Paramount Pictures,4.2,2.5
3436,"['life and death', 'nurse', 'new love']","['Julia Roberts', 'Campbell Scott', ""Vincent D'Onofrio""]","['Drama', 'Romance']",10.76,Dying Young,Joel Schumacher,Twentieth Century Fox Film Corporation,2.8,0.0
3437,[],"['Vanilla Ice', 'Kristin Minter', 'Naomi Campbell']","['Drama', 'Action', 'Comedy']",2.33,Cool as Ice,David Kellogg,Universal Pictures,1.65,1.193
3441,"['guerrilla', 'colorado', 'invasion']","['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson']","['Action', 'Thriller']",8.23,Red Dawn,John Milius,United Artists,3.2,38.376
3442,"['bikini', 'gang', 'drug addict']","['Stephen Lang', 'Lauren Holly', 'John Cameron Mitchell']","['Action', 'Crime', 'Drama']",4.4,Band of the Hand,Paul Michael Glaser,Delphi V Productions,2.42,4.866
3444,"['martial arts', 'biography', 'sport']","['Jean-Claude Van Damme', 'Bolo Yeung', 'Roy Chiao']",['Action'],8.82,Bloodsport,Newt Arnold,Cannon Films,3.18,11.806
3445,"['photographer', 'fashion photographer']","['Faye Dunaway', 'Tommy Lee Jones', 'Brad Dourif']","['Drama', 'Horror', 'Mystery']",3.71,Eyes of Laura Mars,Irvin Kershner,Columbia Pictures Corporation,3.16,20.0
3446,[],"['Jerry Lewis', 'Oliver Platt', 'Lee Evans']",['Comedy'],3.21,Funny Bones,Peter Chelsom,Hollywood Pictures,3.52,0.0
3447,"['china', 'based on novel', 'epic']","['Paul Muni', 'Luise Rainer', 'Walter Connolly']",['Drama'],1.09,The Good Earth,Sidney Franklin,Metro-Goldwyn-Mayer (MGM),3.71,0.0
3448,"['rock and roll', 'radio station', 'war crimes']","['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran']","['Comedy', 'Drama', 'War']",9.02,"Good Morning, Vietnam",Barry Levinson,Silver Screen Partners III,3.67,123.922
3449,[],"['Diane Keaton', 'Liam Neeson', 'Jason Robards']","['Drama', 'Romance']",1.94,The Good Mother,Leonard Nimoy,Touchstone Pictures,3.01,0.0
3450,"['retiree', 'old friends', 'aftercreditsstinger']","['Jack Lemmon', 'Walter Matthau', 'Ann-Margret']","['Comedy', 'Family', 'Romance']",7.53,Grumpy Old Men,Donald Petrie,Warner Bros.,3.34,0.0
3451,"['san francisco', 'marriage proposal', 'ruling class']","['Spencer Tracy', 'Sidney Poitier', 'Katharine Hepburn']","['Comedy', 'Drama', 'Romance']",5.03,Guess Who's Coming to Dinner,Stanley Kramer,Stanley Kramer Productions,3.84,56.667
3452,"['martial arts', 'hip-hop', 'oakland']","['Jet Li', 'Aaliyah', 'Isaiah Washington']","['Action', 'Crime', 'Thriller']",8.37,Romeo Must Die,Andrzej Bartkowiak,Silver Pictures,3.02,91.037
3453,"['car race', 'private school', 'diner']","['Leelee Sobieski', 'Chris Klein', 'Josh Hartnett']",['Romance'],3.2,Here On Earth,Mark Piznarski,Fox 2000 Pictures,2.59,0.0
3454,[],"[""Jodi Lyn O'Keefe"", 'Shane West', 'Marla Sokoloff']","['Drama', 'Comedy', 'Romance']",3.55,Whatever It Takes,David Raynr,Columbia Pictures Corporation,2.76,9.902
3460,['hillbilly'],"['Ferlin Husky', 'Joi Lansing', 'Don Bowman']","['Comedy', 'Horror', 'Music']",0.29,Hillbillys in a Haunted House,Jean Yarbrough,Woolner Brothers Pictures Inc.,2.25,0.0
3462,"['factory', 'ambulance', 'invention']","['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman']","['Drama', 'Comedy']",8.16,Modern Times,Charlie Chaplin,United Artists,4.1,8.5
3465,"['fortune teller', 'birthday', 'priest']","['Jack Lemmon', 'Julie Andrews', 'Sally Kellerman']","['Comedy', 'Drama']",1.39,That's Life!,Blake Edwards,Blake Edwards,2.78,0.0
3466,['afterlife'],"['Robert Downey Jr.', 'Charles Grodin', 'Kyra Sedgwick']","['Fantasy', 'Drama', 'Comedy']",8.45,Heart and Souls,Ron Underwood,Universal Pictures,3.46,16.59
3467,"['rodeo', 'alcoholism', 'ranchers']","['Paul Newman', 'Melvyn Douglas', 'Patricia Neal']","['Action', 'Drama', 'Western']",4.53,Hud,Martin Ritt,Paramount Pictures,3.95,10.0
3468,"['suicide', 'gambling', 'manager']","['Paul Newman', 'Jackie Gleason', 'Piper Laurie']",['Drama'],9.33,The Hustler,Robert Rossen,Twentieth Century Fox Film Corporation,4.09,7.6
3469,"['politician', 'teacher', 'lawyer']","['Spencer Tracy', 'Fredric March', 'Gene Kelly']","['Drama', 'History']",6.3,Inherit the Wind,Stanley Kramer,Stanley Kramer Productions,4.07,0.0
3471,"['indiana', 'obsession', 'extraterrestrial technology']","['Richard Dreyfuss', 'François Truffaut', 'Teri Garr']","['Science Fiction', 'Drama']",10.61,Close Encounters of the Third Kind,Steven Spielberg,Columbia Pictures Corporation,3.77,303.789
3474,"['leap in time', 'suspense', 'serial killer']","['Jim Belushi', 'Kylie Travis', 'Shannon Whirry']","['Science Fiction', 'Thriller']",2.78,Retroactive,Louis Morneau,Orion Pictures,3.02,0.0
3475,['heiress'],"['Montgomery Clift', 'Elizabeth Taylor', 'Shelley Winters']","['Drama', 'Romance']",6.66,A Place in the Sun,George Stevens,Paramount Pictures,3.9,0.0
3476,"['violence', 'postal worker', 'figment of imagination']","['Tim Robbins', 'Elizabeth Peña', 'Danny Aiello']","['Drama', 'Mystery', 'Horror']",8.18,Jacob's Ladder,Adrian Lyne,TriStar Pictures,3.68,25.965
3477,"['cupcake', 'twenty something', 'gameboy']","['Anthony LaPaglia', 'Debi Mazar', 'Maxwell Caulfield']","['Comedy', 'Drama']",7.19,Empire Records,Allan Moyle,Monarchy Enterprises B.V.,3.39,0.0
3478,"['musical', 'death', 'dying young']","['Lou Diamond Phillips', 'Danielle von Zerneck', 'Elizabeth Peña']","['Drama', 'Music']",6.48,La Bamba,Luis Valdez,Columbia Pictures Corporation,3.25,54.215
3479,"['moon', 'monk', 'swordplay']","['Matthew Broderick', 'Rutger Hauer', 'Michelle Pfeiffer']","['Adventure', 'Drama', 'Fantasy']",8.16,Ladyhawke,Richard Donner,Twentieth Century Fox Film Corporation,3.56,18.432
3480,"['high school', 'american football team', 'cheerleading']","['Corey Haim', 'Kerri Green', 'Charlie Sheen']","['Comedy', 'Drama', 'Romance']",4.58,Lucas,David Seltzer,Twentieth Century Fox Film Corporation,3.43,8.2
3483,"['gold', 'horse', 'sword fight']","['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez']","['Adventure', 'Animation', 'Comedy']",8.76,The Road to El Dorado,Don Michael Paul,DreamWorks SKG,3.28,76.433
3487,"['sheriff', 'ranch', 'liquor']","['John Wayne', 'Robert Mitchum', 'James Caan']",['Western'],7.07,El Dorado,Howard Hawks,Paramount Pictures,3.64,6.0
3488,"['radiation', 'lizard']","['Robert Clarke', 'Patricia Manning', 'Nan Peterson']","['Horror', 'Science Fiction']",0.4,The Hideous Sun Demon,Robert Clarke,Clarke-King Enterprises,2.09,0.0
3489,"['flying', 'swordplay', 'sword']","['Robin Williams', 'Dustin Hoffman', 'Julia Roberts']","['Adventure', 'Fantasy', 'Comedy']",14.51,Hook,Steven Spielberg,Amblin Entertainment,3.21,300.855
3491,[],"['Deborah Foreman', 'Sam J. Jones', 'Howard Hesseman']","['Comedy', 'Romance']",0.19,My Chauffeur,David Beaird,Marimark,2.71,0.0
3492,"['ransom', 'sheik', 'love']","['Rudolph Valentino', 'Vilma Banky', 'George Fawcett']","['Adventure', 'Drama', 'Action']",0.14,The Son of the Sheik,George Fitzmaurice,Feature Productions,3.28,0.0
3494,"['bounty hunter', 'man hunt']","['John Wayne', 'Kim Darby', 'Jeremy Slate']",['Western'],12.5,True Grit,Henry Hathaway,Paramount Pictures,3.64,14.25
3495,"['gambling', 'hotel', 'harley davidson']","['John Doe', 'Adam Horovitz', 'David Carradine']","['Action', 'Adventure', 'Comedy']",3.19,Roadside Prophets,Abbe Wool,New Line Cinema,3.16,0.158
3497,"['police operation', 'police protection', 'daughter']","['Marsha Mason', 'Jason Robards', 'Charley Lau']","['Comedy', 'Drama', 'Family']",1.74,Max Dugan Returns,Herbert Ross,Twentieth Century Fox Film Corporation,3.1,0.0
3499,"['nurse', 'psychopath', 'car crash']","['James Caan', 'Kathy Bates', 'Richard Farnsworth']","['Drama', 'Thriller']",15.02,Misery,Rob Reiner,Columbia Pictures,3.76,61.277
3501,"['single mother', 'divorce', 'horse ranch']","['Sally Field', 'James Garner', 'Brian Kerwin']","['Comedy', 'Romance']",1.46,Murphy's Romance,Martin Ritt,Columbia Pictures,3.47,30.868
3502,"['baby', 'cancer', 'independent film']","['Michael Keaton', 'Nicole Kidman', 'Bradley Whitford']","['Drama', 'Romance']",3.99,My Life,Bruce Joel Rubin,Columbia Pictures Corporation,3.39,27.484
3504,"['corruption', 'sex', 'adultery']","['Faye Dunaway', 'William Holden', 'Peter Finch']",['Drama'],13.18,Network,Sidney Lumet,United Artists,4.01,23.69
3505,"['homicide', 'pentagon', 'minister']","['Kevin Costner', 'Gene Hackman', 'Sean Young']","['Action', 'Drama', 'Thriller']",11.46,No Way Out,Roger Donaldson,Orion Pictures,3.77,35.51
3506,"['american football', 'sport']","['Nick Nolte', 'Mac Davis', 'Charles Durning']","['Comedy', 'Drama']",5.67,North Dallas Forty,Ted Kotcheff,Paramount Pictures,3.24,26.079
3507,"['poker', 'roommate', 'friendship']","['Jack Lemmon', 'Walter Matthau', 'John Fiedler']",['Comedy'],8.35,The Odd Couple,Gene Saks,Paramount Pictures,3.9,44.527
3508,"['showdown', 'loss of family', 'texas']","['Clint Eastwood', 'Chief Dan George', 'Sondra Locke']","['Drama', 'Western']",5.85,The Outlaw Josey Wales,Clint Eastwood,Warner Bros.,3.93,31.8
3509,['independent film'],"['Robert Downey Jr.', 'Scott Caan', 'Stacy Edwards']",['Drama'],1.19,Black and White,James Toback,Bigel / Mailer Films,2.87,5.241
3510,"['new york', 'mother', 'detective']","['Dennis Quaid', 'Jim Caviezel', 'Andre Braugher']","['Crime', 'Drama', 'Science Fiction']",10.16,Frequency,Gregory Hoblit,New Line Cinema,3.55,68.106
3511,"['wrestling', 'sport']","['David Arquette', 'Scott Caan', 'Oliver Platt']","['Action', 'Comedy', 'Drama']",3.69,Ready to Rumble,Brian Robbins,Bel Air Entertainment,2.43,12.372
3512,"['transplantation', ""love of one's life"", 'veterinarian']","['David Duchovny', 'Minnie Driver', ""Carroll O'Connor""]","['Romance', 'Comedy', 'Drama']",5.27,Return to Me,Bonnie Hunt,Metro-Goldwyn-Mayer (MGM),3.56,36.61
3513,"['vietnam veteran', 'wound', 'court case']","['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce']","['Action', 'Adventure', 'Drama']",10.28,Rules of Engagement,William Friedkin,Paramount Pictures,3.3,71.0
3516,"['witch', 'cat', ""love of one's life""]","['James Stewart', 'Kim Novak', 'Jack Lemmon']","['Fantasy', 'Comedy', 'Romance']",6.44,"Bell, Book and Candle",Richard Quine,Julian Blaustein Productions,3.66,0.0
3517,[],"['Lionel Barrymore', 'Caroline Frances Cooke', 'Gustav von Seyffertitz']","['Drama', 'Crime', 'Horror']",0.06,The Bells,James Young,Chadwick Pictures Corporation,2.92,0.0
3524,"['new york city', 'comic drunk']","['Dudley Moore', 'Liza Minnelli', 'John Gielgud']","['Comedy', 'Drama', 'Romance']",14.91,Arthur,Steve Gordon,Orion Pictures,3.3,95.462
3525,"['bachelor', 'loyalty', 'donkey']","['Tom Hanks', 'Tawny Kitaen', 'Adrian Zmed']",['Comedy'],5.51,Bachelor Party,Neal Israel,Bachelor Party Productions,3.07,38.436
3526,"['parent child relationship', 'kids']","['Steve Martin', 'Mary Steenburgen', 'Dianne Wiest']","['Comedy', 'Drama', 'Family']",8.1,Parenthood,Ron Howard,Imagine Entertainment,3.57,126.298
3527,"['central and south america', 'predator', 'alien']","['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo']","['Science Fiction', 'Action', 'Adventure']",18.5,Predator,John McTiernan,Twentieth Century Fox Film Corporation,3.64,98.236
3528,"['american football', 'trainer', 'twin sister']","['Nick Nolte', 'Barbra Streisand', 'Blythe Danner']","['Drama', 'Romance']",2.96,The Prince of Tides,Barbra Streisand,Columbia Pictures,3.09,74.788
3534,"['alcoholism', 'urteil', 'car crash']","['Sandra Bullock', 'Viggo Mortensen', 'Dominic West']","['Comedy', 'Drama']",4.76,28 Days,Betty Thomas,Columbia Pictures,3.1,0.0
3536,"['love triangle', 'rabbi', 'priest']","['Ben Stiller', 'Edward Norton', 'Jenna Elfman']",['Comedy'],6.05,Keeping the Faith,Edward Norton,Spyglass Entertainment,3.42,37.036
3542,[],"['Rip Torn', 'Sally Kirkland', 'Phoebe Dorin']",['Drama'],0.19,Coming Apart,Milton Moses Ginsberg,Kaleidoscope Films,2.5,0.0
3543,"['diner', 'baltimore maryland', 'fake accident']","['Steve Guttenberg', 'Daniel Stern', 'Mickey Rourke']","['Comedy', 'Drama']",5.08,Diner,Barry Levinson,Metro-Goldwyn-Mayer (MGM),3.88,0.0
3544,"['clown', 'liquor', 'birthday party']","['Bobcat Goldthwait', 'Julie Brown', 'Robin Williams']","['Action', 'Comedy']",2.71,Shakes the Clown,Bobcat Goldthwait,IRS Media,2.82,0.0
3545,"['berlin', 'sex', 'entertainer']","['Liza Minnelli', 'Michael York', 'Helmut Griem']","['Drama', 'Music', 'Romance']",10.83,Cabaret,Bob Fosse,ABC Pictures,3.86,0.0
